SampleID	geneID	count
D6.7N2T70	K00046	1263
D6.7N2T70	K00048	894
D6.7N2T70	K00052	1392
D6.7N2T70	K00053	1940
D6.7N2T70	K00054	17
D6.7N2T70	K00055	2
D6.7N2T70	K00057	1710
D6.7N2T70	K00058	1694
D6.7N2T70	K00059	1940
D6.7N2T70	K00060	37
D6.7N2T70	K00064	1
D6.7N2T70	K00065	15
D6.7N2T70	K00066	16
D6.7N2T70	K00067	1679
D6.7N2T70	K00068	4
D6.7N2T70	K00073	4
D6.7N2T70	K00074	133
D6.7N2T70	K00075	717
D6.7N2T70	K00076	233
D6.7N2T70	K00077	185
D6.7N2T70	K00082	4
D6.7N2T70	K00086	5
D6.7N2T70	K00087	89
D6.7N2T70	K00088	4183
D6.7N2T70	K00090	2
D6.7N2T70	K00091	17
D6.7N2T70	K00094	0
D6.7N2T70	K00096	251
D6.7N2T70	K00097	1295
D6.7N2T70	K00098	0
D6.7N2T70	K00099	2002
D6.7N2T70	K00100	10
D6.7N2T70	K00101	0
D6.7N2T70	K00102	2
D6.7N2T70	K00104	29
D6.7N2T70	K00108	1
D6.7N2T70	K00111	1596
D6.7N2T70	K00112	205
D6.7N2T70	K00113	972
D6.7N2T70	K00116	11
D6.7N2T70	K00117	0
D6.7N2T70	K00121	0
D6.7N2T70	K00122	0
D6.7N2T70	K00123	290
D6.7N2T70	K00124	60
D6.7N2T70	K00127	53
D6.7N2T70	K00128	117
D6.7N2T70	K00130	1
D6.7N2T70	K00131	4
D6.7N2T70	K00132	3
D6.7N2T70	K00133	2626
D6.7N2T70	K00134	2853
D6.7N2T70	K00135	5
D6.7N2T70	K00137	0
D6.7N2T70	K00138	1
D6.7N2T70	K00140	34
D6.7N2T70	K00145	1813
D6.7N2T70	K00146	0
D6.7N2T70	K00147	1052
D6.7N2T70	K00148	0
D6.7N2T70	K00150	5
D6.7N2T70	K00151	0
D6.7N2T70	K00153	0
D6.7N2T70	K00154	7
D6.7N2T70	K00156	0
D6.7N4T70	K00001	382
D6.7N4T70	K00002	1
D6.7N4T70	K00003	365
D6.7N4T70	K00004	0
D6.7N4T70	K00005	35
D6.7N4T70	K00007	6
D6.7N4T70	K00008	100
D6.7N4T70	K00009	22
D6.7N4T70	K00010	33
D6.7N4T70	K00012	4421
D6.7N4T70	K00013	1630
D6.7N4T70	K00014	876
D6.7N4T70	K00015	18
D6.7N4T70	K00016	420
D6.7N4T70	K00018	1317
D6.7N4T70	K00019	9
D6.7N4T70	K00020	76
D6.7N4T70	K00021	0
D6.7N4T70	K00023	0
D6.7N4T70	K00024	3250
D6.7N4T70	K00027	126
D6.7N4T70	K00029	3386
D6.7N4T70	K00030	65
D6.7N4T70	K00031	338
D6.7N4T70	K00032	0
D6.7N4T70	K00033	977
D6.7N4T70	K00034	2
D6.7N4T70	K00036	1106
D6.7N4T70	K00038	0
D6.7N4T70	K00039	2
D6.7N4T70	K00040	104
D6.7N4T70	K00041	982
D6.7N4T70	K00042	22
D6.7N4T70	K00043	0
D6.7N4T70	K00045	324
D6.7N4T70	K00046	1624
D6.7N4T70	K00048	838
D6.7N4T70	K00052	1988
D6.7N4T70	K00053	2018
D6.7N4T70	K00054	19
D6.7N4T70	K00055	10
D6.7N4T70	K00057	1517
D6.7N4T70	K00058	1251
D6.7N4T70	K00059	2786
D6.7N4T70	K00060	30
D6.7N4T70	K00064	0
D6.7N4T70	K00065	16
D6.7N4T70	K00066	0
D6.7N4T70	K00067	2379
D6.7N4T70	K00068	10
D6.7N4T70	K00073	9
D6.7N4T70	K00074	84
D6.7N4T70	K00075	1171
D6.7N4T70	K00076	8
D6.7N4T70	K00077	1047
D6.7N4T70	K00082	0
D6.7N4T70	K00086	16
D6.7N4T70	K00087	16
D6.7N4T70	K00088	3697
D6.7N4T70	K00090	11
D6.7N4T70	K00091	0
D6.7N4T70	K00094	1
D6.7N4T70	K00096	228
D6.7N4T70	K00097	1525
D6.7N4T70	K00098	4
D6.7N4T70	K00099	2077
D6.7N4T70	K00100	11
D6.7N4T70	K00101	9
D6.7N4T70	K00102	6
D6.7N4T70	K00104	130
D6.7N4T70	K00108	14
D6.7N4T70	K00111	1384
D6.7N4T70	K00112	114
D6.7N4T70	K00113	800
D6.7N4T70	K00116	28
D6.7N4T70	K00117	15
D6.7N4T70	K00121	10
D6.7N4T70	K00122	0
D6.7N4T70	K00123	1276
D6.7N4T70	K00124	246
D6.7N4T70	K00127	184
D6.7N4T70	K00128	70
D6.7N4T70	K00130	6
D6.7N4T70	K00131	0
D6.7N4T70	K00132	1
D6.7N4T70	K00133	2199
D6.7N4T70	K00134	2614
D6.7N4T70	K00135	56
D6.7N4T70	K00137	7
D6.7N4T70	K00138	5
D6.7N4T70	K00140	8
D6.7N4T70	K00145	1849
D6.7N4T70	K00146	6
D6.7N4T70	K00147	2094
D6.7N4T70	K00148	0
D6.7N4T70	K00150	0
D6.7N4T70	K00151	4
D6.7N4T70	K00153	0
D6.7N4T70	K00154	0
D6.7N4T70	K00156	15
